Country,Correlation,Annual CO₂ emissions growth (%)_1951,Annual CO₂ emissions growth (%)_1952,Annual CO₂ emissions growth (%)_1953,Annual CO₂ emissions growth (%)_1954,Annual CO₂ emissions growth (%)_1955,Annual CO₂ emissions growth (%)_1956,Annual CO₂ emissions growth (%)_1957,Annual CO₂ emissions growth (%)_1958,Annual CO₂ emissions growth (%)_1959,Annual CO₂ emissions growth (%)_1960,Annual CO₂ emissions growth (%)_1961,Annual CO₂ emissions growth (%)_1962,Annual CO₂ emissions growth (%)_1963,Annual CO₂ emissions growth (%)_1964,Annual CO₂ emissions growth (%)_1965,Annual CO₂ emissions growth (%)_1966,Annual CO₂ emissions growth (%)_1967,Annual CO₂ emissions growth (%)_1968,Annual CO₂ emissions growth (%)_1969,Annual CO₂ emissions growth (%)_1970,Annual CO₂ emissions growth (%)_1971,Annual CO₂ emissions growth (%)_1972,Annual CO₂ emissions growth (%)_1973,Annual CO₂ emissions growth (%)_1974,Annual CO₂ emissions growth (%)_1975,Annual CO₂ emissions growth (%)_1976,Annual CO₂ emissions growth (%)_1977,Annual CO₂ emissions growth (%)_1978,Annual CO₂ emissions growth (%)_1979,Annual CO₂ emissions growth (%)_1980,Annual CO₂ emissions growth (%)_1981,Annual CO₂ emissions growth (%)_1982,Annual CO₂ emissions growth (%)_1983,Annual CO₂ emissions growth (%)_1984,Annual CO₂ emissions growth (%)_1985,Annual CO₂ emissions growth (%)_1986,Annual CO₂ emissions growth (%)_1987,Annual CO₂ emissions growth (%)_1988,Annual CO₂ emissions growth (%)_1989,Annual CO₂ emissions growth (%)_1990,Annual CO₂ emissions growth (%)_1991,Annual CO₂ emissions growth (%)_1992,Annual CO₂ emissions growth (%)_1993,Annual CO₂ emissions growth (%)_1994,Annual CO₂ emissions growth (%)_1995,Annual CO₂ emissions growth (%)_1996,Annual CO₂ emissions growth (%)_1997,Annual CO₂ emissions growth (%)_1998,Annual CO₂ emissions growth (%)_1999,Annual CO₂ emissions growth (%)_2000,Annual CO₂ emissions growth (%)_2001,Annual CO₂ emissions growth (%)_2002,Annual CO₂ emissions growth (%)_2003,Annual CO₂ emissions growth (%)_2004,Annual CO₂ emissions growth (%)_2005,Annual CO₂ emissions growth (%)_2006,Annual CO₂ emissions growth (%)_2007,Annual CO₂ emissions growth (%)_2008,Annual CO₂ emissions growth (%)_2009,Annual CO₂ emissions growth (%)_2010,Annual CO₂ emissions growth (%)_2011,Annual CO₂ emissions growth (%)_2012,Annual CO₂ emissions growth (%)_2013,Annual CO₂ emissions growth (%)_2014,Annual CO₂ emissions growth (%)_2015,Annual CO₂ emissions growth (%)_2016,Annual CO₂ emissions growth (%)_2017,Annual CO₂ emissions growth (%)_2018,Annual CO₂ emissions growth (%)_2019,Annual CO₂ emissions growth (%)_2020,Annual CO₂ emissions growth (%)_2021,Population Growth %_1951,Population Growth %_1952,Population Growth %_1953,Population Growth %_1954,Population Growth %_1955,Population Growth %_1956,Population Growth %_1957,Population Growth %_1958,Population Growth %_1959,Population Growth %_1960,Population Growth %_1961,Population Growth %_1962,Population Growth %_1963,Population Growth %_1964,Population Growth %_1965,Population Growth %_1966,Population Growth %_1967,Population Growth %_1968,Population Growth %_1969,Population Growth %_1970,Population Growth %_1971,Population Growth %_1972,Population Growth %_1973,Population Growth %_1974,Population Growth %_1975,Population Growth %_1976,Population Growth %_1977,Population Growth %_1978,Population Growth %_1979,Population Growth %_1980,Population Growth %_1981,Population Growth %_1982,Population Growth %_1983,Population Growth %_1984,Population Growth %_1985,Population Growth %_1986,Population Growth %_1987,Population Growth %_1988,Population Growth %_1989,Population Growth %_1990,Population Growth %_1991,Population Growth %_1992,Population Growth %_1993,Population Growth %_1994,Population Growth %_1995,Population Growth %_1996,Population Growth %_1997,Population Growth %_1998,Population Growth %_1999,Population Growth %_2000,Population Growth %_2001,Population Growth %_2002,Population Growth %_2003,Population Growth %_2004,Population Growth %_2005,Population Growth %_2006,Population Growth %_2007,Population Growth %_2008,Population Growth %_2009,Population Growth %_2010,Population Growth %_2011,Population Growth %_2012,Population Growth %_2013,Population Growth %_2014,Population Growth %_2015,Population Growth %_2016,Population Growth %_2017,Population Growth %_2018,Population Growth %_2019,Population Growth %_2020,Population Growth %_2021
Australia,0.335570772,9.658813,2.167499,0.9435892,7.784021,5.9250474,4.8829675,-0.004130602,3.2552242,6.5893292,5.2634835,-0.4971683,4.4812202,5.5959463,7.8638315,9.715748,1.876092,5.6545496,5.3054094,5.9373975,8.39175,2.201414,1.6425729,10.771966,-2.328074,4.1633606,-1.9055068,7.132733,5.022645,0.6649256,6.264639,4.618931,1.9601464,-4.75021,4.753709,3.2363653,-0.22960901,4.7132373,2.616024,6.687629,8.302414,0.49386024,1.7868161,1.5269995,1.6711235,3.8660645,2.2569299,2.690351,4.3088913,2.940023,1.758492,2.2215843,1.3285041,1.9046903,3.6356807,0.87023973,1.6133785,1.8448591,1.145792,0.79687834,-0.48222542,-0.3095925,0.57462454,-1.7934263,-1.5624464,2.1190643,2.2111893,0.8292079,0.40982962,0.11087656,-4.5997024,-2.5406122,2.80461803,2.323353047,1.949744095,1.907994431,2.139200158,2.272961628,2.188533511,2.103521331,2.14101451,2.211469472,2.168141039,2.02680569,1.978407508,2.023262298,2.124021563,2.110224833,1.917266945,1.919345039,2.079327108,2.729998294,3.21284877,2.37822826,1.611550149,1.480772131,1.245099938,1.062290383,1.094820437,1.154713716,1.1700644,1.302034215,1.546359464,1.623102109,1.433431917,1.287357859,1.329136307,1.438310958,1.544366747,1.643805647,1.648816679,1.500567186,1.288474216,1.068660257,0.912996437,0.921112016,1.034158913,1.076022573,1.006040723,0.967652999,1.020548351,1.12880345,1.204217161,1.192538579,1.163495522,1.166016209,1.25673426,1.490601975,1.821722863,2.055146391,1.968713342,1.623152169,1.466024683,1.59516727,1.619774246,1.477168963,1.414172741,1.501303067,1.560053044,1.504984374,1.419839049,1.11448445,0.85373426
Austria,0.055181349,11.342037,-5.13283,-1.6105056,12.853348,18.625927,-2.975583,3.4526587,-3.7423074,-0.6299913,10.299492,3.376913,6.4131975,9.106981,5.2704334,-1.943326,2.8002858,1.803112,5.9665084,5.5352926,13.426315,2.8389335,7.6860785,7.03454,-4.5344296,-5.376601,7.3599696,-3.7971735,2.2016644,7.155502,-15.160137,7.319486,-4.061413,-3.541565,4.92723,0.280869,-1.1731327,6.7848086,-7.7329454,1.433897,15.775526,5.7884216,-8.362275,0.70682764,0.61707497,4.875684,5.2221894,-0.15348792,-0.54261684,-1.865983,0.7619977,6.0442686,2.5703073,7.540071,0.38411617,1.7994881,-2.8825045,-3.5143256,-0.8396447,-8.4088745,6.9850326,-2.9271722,-3.7567794,0.73291063,-5.311811,3.4120798,1.2972593,3.543377,-4.3626366,2.0793557,-8.586282,6.27383,-0.205716231,-0.203549599,-0.095052816,0.044722579,0.117116543,0.12497972,0.29876957,0.463871804,0.526893877,0.53791725,0.549436859,0.626314772,0.61761834,0.523024052,0.464024123,0.524868903,0.590052985,0.379228484,0.205295069,0.26837905,0.399235873,0.510367046,0.486992752,0.11223751,-0.289366847,-0.132046704,0.122222989,0.031106107,-0.022357183,0.188646,0.486750747,0.313783236,0.068792941,0.159664853,0.119821492,0.076043983,0.026789607,0.078372253,0.401861027,0.719440505,0.933725546,1.021430878,0.722209406,0.253312493,0.025390395,0.028309663,0.030898658,0.056960421,0.170646188,0.238139498,0.378839891,0.524424335,0.557521517,0.633418618,0.634006285,0.437682951,0.287798327,0.304413969,0.253461685,0.250216199,0.361338296,0.452725757,0.56318197,0.755375325,1.118504657,1.065547702,0.639879238,0.415212351,0.359149018,0.213455394,0.041238472
Azerbaijan,0.466230822,8.273876,7.0870996,5.7863116,9.137273,13.397717,9.77385,9.503019,6.831801,5.165541,4.160404,3.2386065,5.0776005,7.3495507,6.436372,6.117916,5.631852,4.633212,2.8767228,4.1913867,5.145538,6.186974,5.262625,4.2770624,3.8645267,5.155754,3.8594484,3.4135938,3.461945,0.8371353,3.9200068,-1.8395245,1.8936992,1.4436364,0.9082556,7.813847,4.3618917,-6.613702,2.8364182,-0.7236123,1.0031343,-2.7350366,12.908375,-13.828903,-13.347989,-20.58776,-6.2055826,-4.4792233,6.507325,-9.322918,3.2743335,-4.534978,0.5450368,6.7106366,5.7907343,6.0165524,0.9600282,-12.9918995,9.98683,-11.90784,-5.3380966,9.658253,8.48577,2.3857236,2.3638725,0.97391605,0.12794733,-0.34636855,-0.09019971,9.145319,-4.2097387,6.042707,2.686978474,2.665104465,2.664716832,2.718638249,2.777176267,2.811229339,2.837443757,2.870752682,2.85014247,2.815681299,2.817036598,2.795559783,2.770252426,2.723550711,2.622473539,2.500642593,2.343624514,2.216970884,2.172952745,2.135102672,2.076510276,2.011870658,1.953733897,1.938221569,1.946427187,1.912185225,1.877494809,1.858454438,1.749634383,1.641609095,1.634236997,1.635431181,1.651547229,1.669729129,1.659762061,1.654269568,1.666875932,1.672589208,1.018622853,0.852347357,1.283471766,1.19116872,1.055819045,0.896102561,0.77595297,0.699149924,0.609326821,0.507384845,0.773628502,1.159986793,1.224618444,1.225103718,1.251093147,1.326841325,1.425051443,1.509742964,1.585555214,1.618133217,1.521949726,1.398651667,1.356215581,1.320849811,1.265138105,1.175597836,1.052040311,0.906583932,0.690673986,0.519601494,0.5217928,0.306451406,0.111400152
Bahamas,0.379475751,20.000004,16.666662,4.7619104,4.54545,52.173923,8.571423,26.315784,2.0833373,44.89796,57.746483,33.03572,32.88591,-2.525252,53.367878,21.283781,-16.991646,55.78712,-4.3080626,6.945312,47.565495,161.74962,-3.6058486,21.314358,-6.142819,11.73979,-21.691692,50.349903,-32.050102,4.8295736,15.276527,-64.897194,-19.294857,-10.808617,-7.9622746,-18.577076,-6.5533996,0.77922344,8.247423,26.428568,3.954792,-1.2681127,-6.422019,-6.666666,1.4705896,3.9337516,-1.3944209,-11.313128,23.6902,2.2099495,-0.36035776,-3.9783,4.7080994,1.6186953,-1.0619402,-6.976742,-2.692306,0.9881377,2.3483396,12.428295,3.401363,-5.0986824,-2.9462695,-1.0714352,5.2346587,5.1458,-1.6313195,13.598669,-3.5036504,1.3615727,-11.044777,-3.8041532,1.6248494,2.080231882,2.529915686,2.999232294,3.434557751,3.829354553,4.161592765,4.412065272,4.621235997,4.812458019,4.969938663,5.031894685,4.956299849,4.553329148,4.303240894,4.394052991,4.406264736,4.431860805,4.220790519,3.526719596,2.859107574,2.532153036,2.312455016,2.221119153,2.203559572,2.231048097,2.338976715,2.355250629,2.276055994,2.200308799,2.087669332,2.016899897,2.044866098,2.028798285,2.013122803,1.995264774,1.896602362,1.846055386,1.917767849,1.95083516,1.980135616,2.14078596,2.199430495,1.979269163,1.793360275,1.688095471,1.592766248,1.564442984,1.461460956,1.406989152,1.380612058,1.327565392,1.35315255,1.379486987,1.381750102,1.389190107,1.427429439,1.454034817,1.46288372,1.458615107,1.292299341,1.108981306,0.975364747,0.906041458,0.941799724,0.890307766,0.7921824,0.742172752,0.672553411,0.472206131,0.366152526
Bahrain,0.080359151,-14.854109,9.345794,-22.507126,4.7794104,34.385967,-24.804174,-28.472221,70.87379,1.7045498,-56.145252,207.64331,-10.144925,-24.88479,33.742332,-23.165136,-47.164177,54.802277,9.854007,15.2823925,103.74639,17.25601,21.109772,50,-2.124834,6.4450502,14.276611,13.6084795,3.9764404,4.721439,-3.0207396,8.089256,15.397846,-16.362274,11.898386,10.712862,8.021582,3.796208,6.320727,-3.5067797,-1.3742447,-1.4235854,-7.8894615,60.494972,-14.233685,2.6317358,8.065283,7.9295993,6.2323213,-0.28054714,5.0174356,-20.063007,3.207302,5.6810975,6.6430926,10.73922,-1.9334555,37.845207,10.870647,-5.334157,3.4784079,-2.0903885,-4.737502,14.892399,-0.82782507,5.0483465,-2.77313,4.0421367,-0.6037235,15.155172,-0.4980445,1.9427538,2.629673593,2.732559224,2.846412889,3.00550702,3.152016056,3.3084281,3.527681147,3.71453753,3.8410679,3.908821701,3.865906191,3.703303153,3.568946951,3.489068024,3.163611796,2.845752513,2.766494951,2.714179003,2.694194304,2.657351299,3.855901169,5.496494369,5.89330958,5.850481402,5.754213743,5.584279292,5.35760226,5.087402783,4.807877615,4.53576861,4.008425431,3.567238755,3.551391148,3.636644005,3.685705288,3.687000411,3.618779222,3.495984792,3.346946038,3.169205191,3.231788287,3.409015881,3.447776063,3.456483145,3.424179878,3.362692859,3.272121046,3.143383323,2.985379319,2.802414734,2.606402161,2.393541388,4.052445611,7.469326678,8.693110421,7.975733388,7.301659984,6.686213367,6.073053067,2.709722592,-0.224801829,1.075738273,2.942669736,3.78101857,3.831008944,3.467670164,3.278041351,1.956550972,0.283007936,-1.407717761,-1.281809179
Bangladesh,0.125643433,23.485302,5.607474,1.769805,1.5650511,3.039515,18.487762,3.3303738,12.283981,-2.9614568,20.21177,3.5492063,9.882331,14.959181,2.8124213,4.9315333,1.7623425,6.133771,14.669334,-3.0095458,1.4367342,-5.1894007,-2.7708173,29.77172,2.2724628,4.3764353,14.393961,4.1210294,3.4516454,10.497665,14.889204,3.8029313,8.447123,-4.2562428,10.855484,12.250543,11.940586,3.4536839,14.226723,-0.7128298,5.2250385,4.6897173,4.3272376,4.44082,9.183395,19.977737,2.143848,7.598126,0.31104088,8.092093,5.78115,17.004204,3.0492663,4.621613,7.4302793,4.816115,10.650074,2.285874,6.2350154,8.492554,9.854877,4.750347,7.3403955,1.7974377,6.8124294,10.829676,4.1632414,5.9557796,2.2465706,22.089554,-7.120532,5.4962754,2.108074283,2.227168189,2.242805356,2.323713025,2.446944393,2.499625441,2.554574438,2.535202007,2.630808629,2.826978805,2.933364691,3.01565647,3.000448784,2.969059191,2.950957788,2.918955318,2.942594829,2.950493515,2.843789167,2.475437255,1.14837463,1.3478875,2.59484501,2.559409431,2.45691506,2.323047248,2.341563325,2.402484674,2.36560897,2.439624308,2.609370551,2.7432851,2.778799534,2.70601849,2.57842254,2.413067884,2.267696488,2.206145519,2.171768925,2.184672061,1.999163665,1.894362746,1.970366225,1.993517497,1.96347146,1.865670499,1.908374882,2.008348942,2.041266716,2.023520953,1.996513832,1.918516926,1.786601368,1.690066121,1.531169645,1.189418182,1.01327381,0.845920734,0.846117873,1.132370156,1.223888269,1.269509018,1.317865624,1.311257436,1.263486351,1.316672939,1.343308236,1.242027376,1.180471252,1.212805066,1.205530701
Barbados,0.207059242,50,-19.999998,25,3.3333302,12.903237,0,5.7142735,10.810816,0,14.634144,12.765956,33.96226,-26.760567,-5.769229,14.285719,30.357147,26.027393,30.434788,9.16667,-10.687023,12.8205185,3.787887,-4.3795705,2.290082,15.671646,-6.4516125,11.034489,6.8323016,-4.651165,12.195122,1.6304374,-5.882353,6.25,9.02363,13.215076,8.2411175,2.801156,0.39721727,4.6464443,28.98594,11.206209,-3.9732754,-19.45541,6.076157,10.264408,4.368818,15.042734,2.0570278,5.1721454,5.769658,-5.542922,0.34384727,2.5294304,1.2178302,2.4592638,0.7180691,1.5248775,15.494442,-3.907001,-7.753354,5.2270293,-7.1149945,1.0378957,-7.2460413,-0.21679997,0.4345417,-2.9003024,0.6684303,0.67203045,-25.989252,-0.5801141,2.308854751,1.861530403,1.43670934,1.115613053,0.853183212,0.511284964,0.305192499,0.317621399,0.389983396,0.41891211,0.371512253,0.328098187,0.297447707,0.262687416,0.236875968,0.238237462,0.233489341,0.231989319,0.289033632,0.389109769,0.496560682,0.60184221,0.66580165,0.709130424,0.728591633,0.733166088,0.736526078,0.731305465,0.691553224,0.590749996,0.463103981,0.357176947,0.279337646,0.221891192,0.154518698,0.090043164,0.03712724,-0.012688363,-0.029424875,0.047601405,0.249471281,0.357455587,0.326625324,0.271746816,0.182553953,0.122158658,0.084984928,0.092717248,0.164288115,0.175306124,0.292649872,0.435756856,0.418437156,0.396104714,0.381992483,0.367656027,0.37709424,0.417747418,0.393404429,0.293990936,0.235281616,0.201580541,0.174798732,0.158427801,0.158325728,0.158446175,0.147757725,0.139926201,0.137959135,0.129513245,0.108364774
Belarus,0.437146213,8.343101,7.0981026,5.801177,9.19615,13.39972,9.690893,9.446323,6.7655206,5.15126,4.1418195,3.1753063,5.0278068,7.281232,6.372857,6.094289,5.625224,4.621303,2.8593063,4.179752,5.2128673,6.1313033,5.2414775,4.2553663,3.8418174,5.1202774,3.8027406,3.3714533,3.4349203,0.7912874,3.8908243,-1.8827796,1.8572092,1.3975143,0.85140467,7.774687,13.532376,-7.4544787,1.6150236,-4.5190754,-0.7298529,-3.944248,-10.174423,-13.82193,-15.742463,-10.273743,1.3613462,-0.23709536,-2.4598181,-3.5089374,-5.278182,-1.6446292,-0.29413104,2.3100734,5.7463527,1.8140674,4.102659,-2.4706185,4.34798,-3.5945237,3.0826092,-1.8216431,2.0187855,2.526641,-0.7433593,-7.6198697,-1.1300027,2.14566,4.6732783,-0.097477436,-4.896903,3.1879306,-0.211580178,0.040377429,0.28306925,0.469985485,0.626382593,0.756226055,0.85240399,0.939957493,0.976654207,0.988464868,1.007747345,0.956559436,0.852382163,0.749685283,0.66540809,0.63664709,0.676482838,0.722899419,0.764213848,0.821915824,0.879094649,0.888949381,0.851392174,0.834009732,0.821358982,0.800234566,0.794953175,0.780656132,0.734286344,0.682261213,0.648789478,0.63448092,0.626895979,0.599403848,0.556351739,0.570341402,0.557551086,0.473491252,0.387024261,0.273794363,0.144938997,0.046493184,-0.060398453,-0.144232251,-0.20720637,-0.278123118,-0.335548567,-0.363368605,-0.376239364,-0.38273405,-0.40733287,-0.512980932,-0.572889293,-0.550167899,-0.541324646,-0.513879085,-0.40966976,-0.328882712,-0.278964842,-0.279988884,-0.336321295,-0.296871705,-0.220452974,-0.182468858,-0.128911554,-0.098640104,-0.178022727,-0.317586832,-0.412699485,-0.567538859,-0.687446962
Belgium,-0.073084453,17.387413,-6.691819,-1.3062954,4.080057,7.327831,5.176556,-0.30305982,-9.122431,0.71276426,2.9418826,1.969254,5.739057,7.812917,-2.0083964,1.7158151,-0.2221942,2.1544456,10.317123,4.2673826,1.6184807,-3.2830775,7.6354384,6.1249495,-2.6609182,-9.727346,6.447518,-2.6822448,7.3304176,3.2013535,-3.5416305,-8.352507,-5.2371383,-13.577974,3.7199855,-0.91652274,-1.5746772,0.21681786,-2.7740777,7.06743,12.642061,2.551961,-0.70859194,-0.86915493,2.7777672,0.91313124,2.8128862,-4.2386236,5.026889,-4.256034,1.6365051,-0.517261,0.63216686,1.0919809,0.40740967,-2.440703,-1.3969362,-2.7525783,-0.24341941,-10.322821,6.346214,-8.320421,-2.535528,0.30293465,-5.535239,4.24242,-1.505363,-0.57013035,0.9209871,-0.497216,-8.413452,5.0127625,0.351095926,0.34890143,0.410511187,0.434838796,0.421240262,0.395762342,0.430802803,0.503854814,0.569488689,0.548524194,0.592384788,0.645435216,0.598865067,0.654339076,0.674823703,0.59589745,0.533440921,0.432329388,0.357210985,0.379611769,0.38075795,0.34366407,0.291610394,0.233069989,0.171988192,0.144517125,0.183407605,0.199502554,0.215454766,0.244090487,0.263817261,0.263280341,0.199990536,0.123995409,0.056307857,0.026085145,0.072759866,0.117989354,0.120949548,0.147197203,0.195640013,0.217560029,0.1939918,0.166635542,0.161581725,0.18173162,0.232339894,0.275065808,0.317434637,0.377266964,0.430471478,0.439455223,0.440149015,0.506434252,0.591243177,0.663612329,0.715508557,0.719598788,0.711775364,0.712509813,0.688137294,0.63130035,0.586017558,0.584958307,0.564233383,0.532375777,0.51559239,0.485076475,0.471419119,0.390150944,0.379535183
Belize,0.006040736,39.999996,0,14.285719,0,0,0,0,37.5,0,9.090912,-16.666668,90,-10.526318,35.294117,0,-4.347825,50,-15.151512,32.142853,-10.81081,18.181812,10.25641,-6.976742,4.999995,14.285719,0,12.5,9.25926,-3.3898294,-8.771933,-3.8461566,-6,0,0,10.638296,7.692313,10.714281,9.677422,20.58823,3.658533,30.588234,-12.612611,6.1855674,-0.9708762,0.9803891,-18.4466,26.190472,-4.7169805,-5.9405923,13.684214,12.962961,-3.2786906,0,-9.322035,7.4766397,5.217397,7.438016,-8.461541,18.487381,4.2553306,2.7210832,-18.543047,-2.439022,6.666672,36.71875,-2.285713,-1.7543852,-1.7857134,16.969692,-13.2673025,14.4663925,3.099734015,3.153310749,2.839629067,2.692042654,2.601105509,2.524729421,2.525603539,2.516166363,2.494320356,2.462189289,2.434729812,2.455012656,2.652881937,2.822695953,2.884873042,2.944861537,2.975045042,2.953679955,2.781438755,2.247078358,1.767961314,1.606746815,1.487173771,1.453905825,1.84268058,2.217568243,2.216334348,2.207303721,2.269725455,2.517164134,2.675713247,2.559611794,2.442441149,2.336261378,2.26290171,2.220609962,2.174212023,2.159073155,2.156028869,2.140236445,2.093698947,2.088420206,2.129208548,2.264246471,2.656687603,3.125699953,3.481594102,3.613487327,3.524879462,3.34034343,3.247894157,3.22378921,3.15479806,3.101759689,3.044939686,2.992642898,2.932912273,2.874416317,2.796512628,2.582674437,2.387295863,2.3685317,2.361406691,2.316163133,2.240652188,2.160600691,2.081125114,2.024266899,1.87929905,1.488942276,1.25691752
Benin,0.141786765,-16.383917,11.823869,-16.918623,17.818535,-0.3084004,15.789223,2.406621,-16.449142,-17.647058,57.142853,-20.454538,5.7142735,-10.81081,18.181812,5.128205,-24.390244,25.80645,7.692313,30.952381,39.999996,3.8961053,32.500004,-1.886791,6.730771,9.009004,-41.322315,14.084506,22.222221,1.0100961,30.956877,-19.285118,14.2667885,-8.616978,10.851585,53.107094,-9.086895,-24.087542,7.2523355,12.22595,1.6104102,6.9568157,8.278227,20.340836,12.89351,4.908252,23.794508,3.393209,-8.996832,31.25,0.75187683,14.676619,24.92156,13.456667,8.3376045,-4.00486,34.59717,17.30336,-0.30440688,7.7959538,10.76746,-4.2670307,-1.7228782,3.7123084,5.0378084,11.110842,21.864605,4.7757387,9.264135,-4.282117,8.8323,7.3319316,0.734812666,0.817796441,0.861871677,0.981353081,1.049793434,1.108395323,1.211157882,1.309912711,1.408117213,1.49628232,1.593997809,1.681773203,1.731077229,1.754915628,1.814210192,1.877551891,1.880582582,1.929577643,2.002100676,2.04080312,2.093631136,2.164908951,2.232610203,2.304624597,2.35903877,2.4158849,2.498617959,2.567893019,2.649278221,2.757223799,2.852298056,2.904710044,2.924212203,2.937027081,2.957113173,2.982107939,3.011073262,3.037074644,3.053873664,3.074072965,3.097525572,3.10303169,4.638078155,3.839432529,2.015084874,2.568171728,2.930571836,3.092947768,3.10836165,3.092406076,3.080039735,3.075546766,3.097174888,3.112463264,3.274609554,3.13778456,2.931122828,3.003917492,3.001864192,2.995625879,2.978368655,2.97224912,2.963315194,2.990537962,3.013107022,3.000693454,2.993677775,2.965551213,2.91378978,2.849153025,2.788063938
Bermuda,0.070126354,33.333336,81.25,-13.793105,-7.999998,30.434788,23.333336,2.702701,5.2631617,-7.499999,16.216219,11.6279125,-10.416669,-4.651165,34.146343,-10.909092,12.244892,5.4545403,5.1724195,-11.475409,14.814817,1.6129017,9.523797,68.11595,4.3103456,3.305781,2.4000049,-3.125,-6.4516125,8.620691,-5.555558,-10.924369,1.886797,13.888884,-1.6260147,1.6528964,-6.5040646,35.652172,12.8205185,21.022724,-35.680748,7.2992682,-14.285713,16.666662,-1.3605416,0,-0.68965554,-0.6944418,-0.6992996,-1.4084458,0.7142782,2.1276712,5.555558,0.6578922,3.9215684,0,11.949682,11.79775,-11.055279,-26.553673,27.692307,-27.10843,-17.35537,46.000004,25.342464,-19.67213,14.965987,2.3668647,9.826589,-14.736843,-22.839504,-3.6373377,1.059637971,0.952129636,0.991694095,1.065414439,1.066204,1.210613684,1.340220883,1.394596066,1.357513314,1.371220558,1.971175252,2.436628208,2.437046818,2.43515231,2.443935199,2.317532563,2.094856208,1.975128277,1.836933696,1.56143843,0.920894606,0.429886617,0.456222692,0.479509425,0.440894178,0.335024956,0.192375554,0.089754368,-0.01854017,0.180137904,0.679213352,0.88775158,0.871385961,0.87455065,0.808853898,0.709908995,0.643342646,0.587719769,0.557614208,0.500767419,0.58835535,0.684615223,0.644520189,0.543729675,0.469027369,0.476406921,0.498977895,0.487362422,0.521036819,0.581662227,0.648253945,0.626536968,0.552905963,0.415752132,0.322168727,0.157157654,0.089478206,0.092961186,0.110025953,0.083398522,0.043925379,-0.081678246,-0.235218854,-0.382160242,-0.458075821,-0.241686317,0.197746217,0.342758932,0.257575018,0.215014648,0.124453894
Bhutan,0.219148339,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,100,50,100,0,151.76947,13.246846,38.39761,25.350153,10.115873,-6.1140776,42.377174,4.583311,-28.450668,55.072224,0.004303455,15.785133,-15.470785,16.84618,17.210114,19.80431,30.788338,-2.0276606,0.9612918,2.851224,-3.1854153,8.401764,-9.674173,-18.15548,28.562283,-0.5936444,0.003051758,7.275319,-7.644403,25.106895,50.076057,14.09396,9.938645,11.982346,2.750659,19.392227,6.3521385,10.154665,-1.2933314,-36.943214,15.484226,,,,,,,,,,,,,,,,,,,,,3.22530516,3.233080224,3.256740637,3.274439832,3.297355818,3.32460429,3.332158831,3.335486945,3.304292818,3.249343188,3.188678966,3.131123601,3.09462044,3.071842426,3.026762113,2.996201068,2.96196117,2.906944934,2.849860173,2.595925125,1.637042298,-3.848127375,-4.609513138,0.076972432,1.203646143,1.894468474,1.754956052,1.898600067,2.499932712,2.869062534,2.8067367,2.731980415,2.655487525,2.585473166,2.210825218,1.63351921,1.364451033,1.299716058,1.238887869,1.192896076,1.159644031,1.128404503,1.081362769,1.003132232,0.88970682,0.798122425,0.800958224,0.775837468,0.693416741,0.662319349,0.66845799
Bolivia,0.083278097,-6.66905,11.114693,5.0014496,46.27688,18.138468,18.903887,-9.26981,-8.762789,3.600359,5.7890773,3.6472797,5.631888,10.332656,22.056221,1.9825101,11.893153,11.934185,15.115011,17.004406,-2.4522066,23.159563,16.64654,-3.185773,1.6927361,15.42964,12.820053,-2.1852612,12.185574,-5.7780623,-1.5032291,2.6199937,-9.269344,-1.3769448,-5.815518,1.9957781,-8.420885,6.5925,6.8542123,15.901637,101.40841,4.8801184,4.9453855,4.8670173,-16.554111,-6.4504204,11.086285,17.022633,-4.0003896,-2.7795613,-22.904408,3.6629558,18.994093,5.426872,0.58288574,11.608863,0.16011,2.9438853,2.1255016,4.4189095,8.720791,8.355975,9.948587,1.3325691,11.924589,-0.006866455,6.802392,4.387903,1.4901996,0.4598379,-18.928486,18.550861,1.482053785,1.550360195,1.638994686,1.743898056,1.825023167,1.896524559,1.963160806,2.043775869,2.108517457,2.126388506,2.137704211,2.155780147,2.158535042,2.152406241,2.156410335,2.160247753,2.160689212,2.172235529,2.188478116,2.19735711,2.212842175,2.230544853,2.252646224,2.277917561,2.281198564,2.281816118,2.291634065,2.290945748,2.274998959,2.248845028,2.217884825,2.187878637,2.160443446,2.141036023,2.135634734,2.135352483,2.140784866,2.146342083,2.137131839,2.117909132,2.09536254,2.060930765,1.997919766,1.922469433,1.868523343,1.841531118,1.821290039,1.808581277,1.823178632,1.824386322,1.811403395,1.813130733,1.819045291,1.818764156,1.818744473,1.840639975,1.849766469,1.824010425,1.794743987,1.766511605,1.733898748,1.695781559,1.662990299,1.635435372,1.599049037,1.564863759,1.535908118,1.50252919,1.470608907,1.362337537,1.231527597
